operation_id,container_id,operation_type,location_id,resource_id,planned_start,planned_end,due_time,lateness_minutes,dependencies,critical_path_minutes
CBFU0000054:DISCHARGE,CBFU0000054,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:30:00,2026-06-08T21:46:00,2026-06-10T17:30:00,0,[],471
RYNU0000051:GATE_READY,RYNU0000051,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:30:00,2026-06-08T21:38:00,2026-06-11T08:12:00,0,"[""RYNU0000051:DISCHARGE""]",402
AWRU0000049:GATE_READY,AWRU0000049,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:32:00,2026-06-08T21:42:00,2026-06-10T12:00:00,0,"[""AWRU0000049:DISCHARGE""]",354
BIPU0000050:DRAY_IN,BIPU0000050,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:32:00,2026-06-08T22:53:00,2026-06-10T05:06:00,0,"[""BIPU0000050:GATE_READY""]",418
RYNU0000051:DRAY_IN,RYNU0000051,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:38:00,2026-06-08T22:59:00,2026-06-11T08:12:00,0,"[""RYNU0000051:GATE_READY""]",394
AWRU0000049:DRAY_IN,AWRU0000049,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:42:00,2026-06-08T22:45:00,2026-06-10T12:00:00,0,"[""AWRU0000049:GATE_READY""]",344
SBYU0000056:DISCHARGE,SBYU0000056,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:42:00,2026-06-08T22:01:00,2026-06-10T08:42:00,0,[],476
QUKU0000043:RECEIVE,QUKU0000043,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T21:43:00,2026-06-08T22:31:00,2026-06-10T15:24:00,0,"[""QUKU0000043:DRAY_IN""]",422
SGOU0000041:RECEIVE,SGOU0000041,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T21:43:00,2026-06-08T22:37:00,2026-06-10T21:12:00,0,"[""SGOU0000041:DRAY_IN""]",391
WEWU0000036:DRAY_OUT,WEWU0000036,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:44:00,2026-06-08T22:35:00,2026-06-10T08:42:00,0,"[""WEWU0000036:OUTBOUND""]",95
BBSU0000018:DRAY_OUT,BBSU0000018,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:46:00,2026-06-08T22:43:00,2026-06-09T14:54:00,0,"[""BBSU0000018:OUTBOUND""]",95
CBFU0000054:GATE_READY,CBFU0000054,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:46:00,2026-06-08T21:57:00,2026-06-10T17:30:00,0,"[""CBFU0000054:DISCHARGE""]",455
DFKU0000057:DISCHARGE,DFKU0000057,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:48:00,2026-06-08T22:07:00,2026-06-11T09:48:00,0,[],454
MWGU0000042:RECEIVE,MWGU0000042,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T21:55:00,2026-06-08T22:37:00,2026-06-11T00:18:00,0,"[""MWGU0000042:DRAY_IN""]",382
CBFU0000054:DRAY_IN,CBFU0000054,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:57:00,2026-06-08T23:07:00,2026-06-10T17:30:00,0,"[""CBFU0000054:GATE_READY""]",444
OCTU0000055:DISCHARGE,OCTU0000055,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:57:00,2026-06-08T22:19:00,2026-06-10T11:36:00,0,[],423
SBYU0000056:GATE_READY,SBYU0000056,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:01:00,2026-06-08T22:07:00,2026-06-10T08:42:00,0,"[""SBYU0000056:DISCHARGE""]",457
BDEU0000008:OUTBOUND,BDEU0000008,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T22:02:00,2026-06-08T22:48:00,2026-06-09T14:54:00,0,"[""BDEU0000008:STORAGE_PICK""]",165
DFKU0000057:GATE_READY,DFKU0000057,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:07:00,2026-06-08T22:13:00,2026-06-11T09:48:00,0,"[""DFKU0000057:DISCHARGE""]",435
SBYU0000056:DRAY_IN,SBYU0000056,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T22:07:00,2026-06-08T23:22:00,2026-06-10T08:42:00,0,"[""SBYU0000056:GATE_READY""]",451
AMIU0000017:OUTBOUND,AMIU0000017,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T22:08:00,2026-06-08T22:34:00,2026-06-10T11:48:00,0,"[""AMIU0000017:CROSSDOCK""]",153
CHXU0000046:RECEIVE,CHXU0000046,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T22:08:00,2026-06-08T22:45:00,2026-06-10T17:42:00,0,"[""CHXU0000046:DRAY_IN""]",353
ZNKU0000061:DISCHARGE,ZNKU0000061,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:12:00,2026-06-08T22:31:00,2026-06-10T13:12:00,0,[],492
DFKU0000057:DRAY_IN,DFKU0000057,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T22:13:00,2026-06-08T23:18:00,2026-06-11T09:48:00,0,"[""DFKU0000057:GATE_READY""]",429
SMPU0000037:DELIVERY,SMPU0000037,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T22:14:00,2026-06-08T22:42:00,2026-06-10T18:48:00,0,"[""SMPU0000037:DRAY_OUT""]",28
MOKU0000062:DISCHARGE,MOKU0000062,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:18:00,2026-06-08T22:35:00,2026-06-10T16:18:00,0,[],511
KAPU0000045:GATE_READY,KAPU0000045,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:19:00,2026-06-08T22:30:00,2026-06-11T03:36:00,0,"[""KAPU0000045:DISCHARGE""]",338
DUJU0000010:OUTBOUND,DUJU0000010,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T22:28:00,2026-06-08T23:18:00,2026-06-10T19:06:00,0,"[""DUJU0000010:CROSSDOCK""]",146
NLXU0000028:DELIVERY,NLXU0000028,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T22:28:00,2026-06-08T23:09:00,2026-06-10T02:54:00,0,"[""NLXU0000028:DRAY_OUT""]",41
ZRYU0000044:RECEIVE,ZRYU0000044,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T22:29:00,2026-06-08T23:08:00,2026-06-10T12:30:00,0,"[""ZRYU0000044:DRAY_IN""]",442
ECPU0000064:DISCHARGE,ECPU0000064,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:30:00,2026-06-08T22:47:00,2026-06-10T06:30:00,0,[],411
KAPU0000045:DRAY_IN,KAPU0000045,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T22:30:00,2026-06-08T23:32:00,2026-06-11T03:36:00,0,"[""KAPU0000045:GATE_READY""]",327
QUKU0000043:STORAGE_PICK,QUKU0000043,warehouse_storage_pick,WH-01,WH-01_CROSSDOCK,2026-06-08T22:31:00,2026-06-09T02:14:00,2026-06-10T15:24:00,0,"[""QUKU0000043:RECEIVE""]",374
ZNKU0000061:GATE_READY,ZNKU0000061,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:31:00,2026-06-08T22:41:00,2026-06-10T13:12:00,0,"[""ZNKU0000061:DISCHARGE""]",473
AMIU0000017:DRAY_OUT,AMIU0000017,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T22:34:00,2026-06-09T00:11:00,2026-06-10T11:48:00,0,"[""AMIU0000017:OUTBOUND""]",127
MOKU0000062:GATE_READY,MOKU0000062,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:35:00,2026-06-08T22:46:00,2026-06-10T16:18:00,0,"[""MOKU0000062:DISCHARGE""]",494
WEWU0000036:DELIVERY,WEWU0000036,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T22:35:00,2026-06-08T23:19:00,2026-06-10T08:42:00,0,"[""WEWU0000036:DRAY_OUT""]",44
MWGU0000042:STORAGE_PICK,MWGU0000042,warehouse_storage_pick,WH-01,WH-01_CROSSDOCK,2026-06-08T22:37:00,2026-06-09T01:56:00,2026-06-11T00:18:00,0,"[""MWGU0000042:RECEIVE""]",340
SGOU0000041:STORAGE_PICK,SGOU0000041,warehouse_storage_pick,WH-02,WH-02_CROSSDOCK,2026-06-08T22:37:00,2026-06-09T01:26:00,2026-06-10T21:12:00,0,"[""SGOU0000041:RECEIVE""]",337
SREU0000024:OUTBOUND,SREU0000024,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T22:39:00,2026-06-08T23:28:00,2026-06-10T18:30:00,0,"[""SREU0000024:CROSSDOCK""]",167
PDAU0000059:DISCHARGE,PDAU0000059,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:41:00,2026-06-08T22:56:00,2026-06-10T04:00:00,0,[],410
ZNKU0000061:DRAY_IN,ZNKU0000061,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T22:41:00,2026-06-08T23:56:00,2026-06-10T13:12:00,0,"[""ZNKU0000061:GATE_READY""]",463
BBSU0000018:DELIVERY,BBSU0000018,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T22:43:00,2026-06-08T23:21:00,2026-06-09T14:54:00,0,"[""BBSU0000018:DRAY_OUT""]",38
AWRU0000049:RECEIVE,AWRU0000049,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T22:45:00,2026-06-08T23:25:00,2026-06-10T12:00:00,0,"[""AWRU0000049:DRAY_IN""]",281
CHUU0000065:DISCHARGE,CHUU0000065,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:46:00,2026-06-08T23:09:00,2026-06-10T07:36:00,0,[],408
MOKU0000062:DRAY_IN,MOKU0000062,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T22:46:00,2026-06-09T00:01:00,2026-06-10T16:18:00,0,"[""MOKU0000062:GATE_READY""]",483
BDEU0000008:DRAY_OUT,BDEU0000008,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T22:48:00,2026-06-09T00:24:00,2026-06-09T14:54:00,0,"[""BDEU0000008:OUTBOUND""]",119
EHOU0000067:DISCHARGE,EHOU0000067,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T22:48:00,2026-06-08T23:01:00,2026-06-11T08:48:00,0,[],462
BIPU0000050:RECEIVE,BIPU0000050,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T22:53:00,2026-06-08T23:48:00,2026-06-10T05:06:00,0,"[""BIPU0000050:DRAY_IN""]",337
RYNU0000051:RECEIVE,RYNU0000051,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T22:59:00,2026-06-08T23:43:00,2026-06-11T08:12:00,0,"[""RYNU0000051:DRAY_IN""]",313
ASVU0000069:DISCHARGE,ASVU0000069,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:00:00,2026-06-08T23:22:00,2026-06-11T05:00:00,0,[],412
EHOU0000067:GATE_READY,EHOU0000067,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:01:00,2026-06-08T23:10:00,2026-06-11T08:48:00,0,"[""EHOU0000067:DISCHARGE""]",449
CBFU0000054:RECEIVE,CBFU0000054,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T23:07:00,2026-06-09T00:02:00,2026-06-10T17:30:00,0,"[""CBFU0000054:DRAY_IN""]",374
ZRYU0000044:STORAGE_PICK,ZRYU0000044,warehouse_storage_pick,WH-02,WH-02_CROSSDOCK,2026-06-08T23:08:00,2026-06-09T03:03:00,2026-06-10T12:30:00,0,"[""ZRYU0000044:RECEIVE""]",403
OCTU0000055:GATE_READY,OCTU0000055,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:09:00,2026-06-08T23:21:00,2026-06-10T11:36:00,0,"[""OCTU0000055:DISCHARGE""]",401
EHOU0000067:DRAY_IN,EHOU0000067,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T23:10:00,2026-06-09T00:17:00,2026-06-11T08:48:00,0,"[""EHOU0000067:GATE_READY""]",440
QQIU0000071:DISCHARGE,QQIU0000071,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:12:00,2026-06-08T23:25:00,2026-06-11T04:12:00,0,[],424
DFKU0000057:RECEIVE,DFKU0000057,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T23:18:00,2026-06-08T23:51:00,2026-06-11T09:48:00,0,"[""DFKU0000057:DRAY_IN""]",364
DUJU0000010:DRAY_OUT,DUJU0000010,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T23:18:00,2026-06-09T00:27:00,2026-06-10T19:06:00,0,"[""DUJU0000010:OUTBOUND""]",96
OCTU0000055:DRAY_IN,OCTU0000055,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T23:21:00,2026-06-09T00:42:00,2026-06-10T11:36:00,0,"[""OCTU0000055:GATE_READY""]",389
ASVU0000069:GATE_READY,ASVU0000069,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:22:00,2026-06-08T23:29:00,2026-06-11T05:00:00,0,"[""ASVU0000069:DISCHARGE""]",390
SBYU0000056:RECEIVE,SBYU0000056,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T23:22:00,2026-06-08T23:58:00,2026-06-10T08:42:00,0,"[""SBYU0000056:DRAY_IN""]",376
LDVU0000073:DISCHARGE,LDVU0000073,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:24:00,2026-06-08T23:37:00,2026-06-10T15:24:00,0,[],463
QQIU0000071:GATE_READY,QQIU0000071,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:25:00,2026-06-08T23:32:00,2026-06-11T04:12:00,0,"[""QQIU0000071:DISCHARGE""]",411
SREU0000024:DRAY_OUT,SREU0000024,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T23:28:00,2026-06-09T00:53:00,2026-06-10T18:30:00,0,"[""SREU0000024:OUTBOUND""]",118
ASVU0000069:DRAY_IN,ASVU0000069,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T23:29:00,2026-06-09T00:53:00,2026-06-11T05:00:00,0,"[""ASVU0000069:GATE_READY""]",383
EBBU0000074:DISCHARGE,EBBU0000074,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:30:00,2026-06-08T23:49:00,2026-06-10T12:30:00,0,[],565
KAPU0000045:RECEIVE,KAPU0000045,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T23:32:00,2026-06-09T00:14:00,2026-06-11T03:36:00,0,"[""KAPU0000045:DRAY_IN""]",265
QQIU0000071:DRAY_IN,QQIU0000071,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T23:32:00,2026-06-09T01:05:00,2026-06-11T04:12:00,0,"[""QQIU0000071:GATE_READY""]",404
XENU0000075:DISCHARGE,XENU0000075,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:36:00,2026-06-08T23:53:00,2026-06-11T11:36:00,0,[],419
LDVU0000073:GATE_READY,LDVU0000073,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:37:00,2026-06-08T23:48:00,2026-06-10T15:24:00,0,"[""LDVU0000073:DISCHARGE""]",450
LDVU0000073:DRAY_IN,LDVU0000073,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T23:48:00,2026-06-09T01:02:00,2026-06-10T15:24:00,0,"[""LDVU0000073:GATE_READY""]",439
MZRU0000072:DISCHARGE,MZRU0000072,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:48:00,2026-06-09T00:05:00,2026-06-10T13:18:00,0,[],401
EBBU0000074:GATE_READY,EBBU0000074,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:49:00,2026-06-08T23:57:00,2026-06-10T12:30:00,0,"[""EBBU0000074:DISCHARGE""]",546
XENU0000075:GATE_READY,XENU0000075,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:53:00,2026-06-09T00:00:00,2026-06-11T11:36:00,0,"[""XENU0000075:DISCHARGE""]",402
ZNKU0000061:RECEIVE,ZNKU0000061,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T23:56:00,2026-06-09T00:32:00,2026-06-10T13:12:00,0,"[""ZNKU0000061:DRAY_IN""]",388
EBBU0000074:DRAY_IN,EBBU0000074,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T23:57:00,2026-06-09T01:24:00,2026-06-10T12:30:00,0,"[""EBBU0000074:GATE_READY""]",538
QAVU0000058:DISCHARGE,QAVU0000058,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T23:57:00,2026-06-09T00:12:00,2026-06-10T14:54:00,0,[],400
QDXU0000079:DISCHARGE,QDXU0000079,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:00:00,2026-06-09T00:15:00,2026-06-11T00:00:00,0,[],496
XENU0000075:DRAY_IN,XENU0000075,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:00:00,2026-06-09T01:13:00,2026-06-11T11:36:00,0,"[""XENU0000075:GATE_READY""]",395
MOKU0000062:RECEIVE,MOKU0000062,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-09T00:01:00,2026-06-09T00:48:00,2026-06-10T16:18:00,0,"[""MOKU0000062:DRAY_IN""]",408
LLNU0000066:DISCHARGE,LLNU0000066,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:05:00,2026-06-09T00:18:00,2026-06-11T01:42:00,0,[],397
AMIU0000017:DELIVERY,AMIU0000017,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-09T00:11:00,2026-06-09T00:41:00,2026-06-10T11:48:00,0,"[""AMIU0000017:DRAY_OUT""]",30
IOJU0000068:DISCHARGE,IOJU0000068,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:12:00,2026-06-09T00:33:00,2026-06-10T11:54:00,0,[],396
QDXU0000079:GATE_READY,QDXU0000079,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:15:00,2026-06-09T00:25:00,2026-06-11T00:00:00,0,"[""QDXU0000079:DISCHARGE""]",481
EHOU0000067:RECEIVE,EHOU0000067,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-09T00:17:00,2026-06-09T01:00:00,2026-06-11T08:48:00,0,"[""EHOU0000067:DRAY_IN""]",373
PDAU0000059:GATE_READY,PDAU0000059,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:18:00,2026-06-09T00:30:00,2026-06-10T04:00:00,0,"[""PDAU0000059:DISCHARGE""]",395
BDEU0000008:DELIVERY,BDEU0000008,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-09T00:24:00,2026-06-09T00:47:00,2026-06-09T14:54:00,0,"[""BDEU0000008:DRAY_OUT""]",23
ECPU0000064:GATE_READY,ECPU0000064,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:25:00,2026-06-09T00:36:00,2026-06-10T06:30:00,0,"[""ECPU0000064:DISCHARGE""]",394
QDXU0000079:DRAY_IN,QDXU0000079,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:25:00,2026-06-09T01:12:00,2026-06-11T00:00:00,0,"[""QDXU0000079:GATE_READY""]",471
DUJU0000010:DELIVERY,DUJU0000010,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-09T00:27:00,2026-06-09T00:54:00,2026-06-10T19:06:00,0,"[""DUJU0000010:DRAY_OUT""]",27
CHUU0000065:GATE_READY,CHUU0000065,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:30:00,2026-06-09T00:38:00,2026-06-10T07:36:00,0,"[""CHUU0000065:DISCHARGE""]",385
PDAU0000059:DRAY_IN,PDAU0000059,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:30:00,2026-06-09T01:22:00,2026-06-10T04:00:00,0,"[""PDAU0000059:GATE_READY""]",383
QAVU0000058:GATE_READY,QAVU0000058,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:33:00,2026-06-09T00:41:00,2026-06-10T14:54:00,0,"[""QAVU0000058:DISCHARGE""]",385
ECPU0000064:DRAY_IN,ECPU0000064,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:36:00,2026-06-09T02:06:00,2026-06-10T06:30:00,0,"[""ECPU0000064:GATE_READY""]",383
HEZU0000077:DISCHARGE,HEZU0000077,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:36:00,2026-06-09T01:00:00,2026-06-10T23:48:00,0,[],385
CHUU0000065:DRAY_IN,CHUU0000065,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:38:00,2026-06-09T01:24:00,2026-06-10T07:36:00,0,"[""CHUU0000065:GATE_READY""]",377
MZRU0000072:GATE_READY,MZRU0000072,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:38:00,2026-06-09T00:49:00,2026-06-10T13:18:00,0,"[""MZRU0000072:DISCHARGE""]",384
LLNU0000066:GATE_READY,LLNU0000066,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:41:00,2026-06-09T00:51:00,2026-06-11T01:42:00,0,"[""LLNU0000066:DISCHARGE""]",384
QAVU0000058:DRAY_IN,QAVU0000058,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:41:00,2026-06-09T02:01:00,2026-06-10T14:54:00,0,"[""QAVU0000058:GATE_READY""]",377
IOJU0000068:GATE_READY,IOJU0000068,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:49:00,2026-06-09T00:57:00,2026-06-10T11:54:00,0,"[""IOJU0000068:DISCHARGE""]",375
MZRU0000072:DRAY_IN,MZRU0000072,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:49:00,2026-06-09T02:21:00,2026-06-10T13:18:00,0,"[""MZRU0000072:GATE_READY""]",373
LLNU0000066:DRAY_IN,LLNU0000066,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:51:00,2026-06-09T02:00:00,2026-06-11T01:42:00,0,"[""LLNU0000066:GATE_READY""]",374
UEPU0000063:DISCHARGE,UEPU0000063,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:51:00,2026-06-09T01:11:00,2026-06-11T07:24:00,0,[],368
SREU0000024:DELIVERY,SREU0000024,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-09T00:53:00,2026-06-09T01:26:00,2026-06-10T18:30:00,0,"[""SREU0000024:DRAY_OUT""]",33
IOJU0000068:DRAY_IN,IOJU0000068,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T00:57:00,2026-06-09T02:26:00,2026-06-10T11:54:00,0,"[""IOJU0000068:GATE_READY""]",367
LRUU0000076:DISCHARGE,LRUU0000076,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T00:57:00,2026-06-09T01:19:00,2026-06-11T11:42:00,0,[],363
HEZU0000077:GATE_READY,HEZU0000077,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T01:00:00,2026-06-09T01:07:00,2026-06-10T23:48:00,0,"[""HEZU0000077:DISCHARGE""]",361
LDVU0000073:RECEIVE,LDVU0000073,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-09T01:02:00,2026-06-09T01:56:00,2026-06-10T15:24:00,0,"[""LDVU0000073:DRAY_IN""]",365
HEZU0000077:DRAY_IN,HEZU0000077,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-09T01:07:00,2026-06-09T02:42:00,2026-06-10T23:48:00,0,"[""HEZU0000077:GATE_READY""]",354
JWJU0000053:DISCHARGE,JWJU0000053,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T01:07:00,2026-06-09T01:20:00,2026-06-11T04:24:00,0,[],350
PWJU0000060:DISCHARGE,PWJU0000060,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T01:11:00,2026-06-09T01:29:00,2026-06-10T11:06:00,0,[],349
QDXU0000079:RECEIVE,QDXU0000079,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-09T01:12:00,2026-06-09T02:00:00,2026-06-11T00:00:00,0,"[""QDXU0000079:DRAY_IN""]",424
XENU0000075:RECEIVE,XENU0000075,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-09T01:13:00,2026-06-09T01:52:00,2026-06-11T11:36:00,0,"[""XENU0000075:DRAY_IN""]",322
YGUU0000052:DISCHARGE,YGUU0000052,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T01:19:00,2026-06-09T01:33:00,2026-06-10T10:18:00,0,[],348
UEPU0000063:GATE_READY,UEPU0000063,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T01:20:00,2026-06-09T01:29:00,2026-06-11T07:24:00,0,"[""UEPU0000063:DISCHARGE""]",348
PDAU0000059:RECEIVE,PDAU0000059,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-09T01:22:00,2026-06-09T02:01:00,2026-06-10T04:00:00,0,"[""PDAU0000059:DRAY_IN""]",331
CHUU0000065:RECEIVE,CHUU0000065,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-09T01:24:00,2026-06-09T01:50:00,2026-06-10T07:36:00,0,"[""CHUU0000065:DRAY_IN""]",331
EBBU0000074:RECEIVE,EBBU0000074,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-09T01:24:00,2026-06-09T02:19:00,2026-06-10T12:30:00,0,"[""EBBU0000074:DRAY_IN""]",451
KAPU0000045:CROSSDOCK,KAPU0000045,warehouse_crossdock,WH-02,WH-02_CROSSDOCK,2026-06-09T01:26:00,2026-06-09T02:12:00,2026-06-11T03:36:00,0,"[""KAPU0000045:RECEIVE""]",223
SGOU0000041:OUTBOUND,SGOU0000041,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-09T01:26:00,2026-06-09T02:09:00,2026-06-10T21:12:00,0,"[""SGOU0000041:STORAGE_PICK""]",168
LRUU0000076:GATE_READY,LRUU0000076,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T01:29:00,2026-06-09T01:36:00,2026-06-11T11:42:00,0,"[""LRUU0000076:DISCHARGE""]",341
UBJU0000070:DISCHARGE,UBJU0000070,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-09T01:29:00,2026-06-09T01:52:00,2026-06-10T09:06:00,0,[],345
